,Unnamed: 0_x,doi,fk_idx,cole_idx,date,Unnamed: 0_y,subject,"doi,subject",period,Discipline
29898,18,s42005-022-01051-6,15.6,25.98,2022-11-04 00:00:00+00:00,53,Biological physics,,Before,Physical sciences
29902,20,s42003-022-04115-z,19.5,30.56,2022-11-04 00:00:00+00:00,57,Neuroscience,,Before,Biological sciences
29912,24,s42003-022-04139-5,15.9,25.98,2022-11-03 00:00:00+00:00,67,Haematological cancer,,Before,Biological sciences
29919,27,s42003-022-04120-2,17.6,27.42,2022-11-03 00:00:00+00:00,74,Biochemistry,,Before,Biological sciences
29920,27,s42003-022-04120-2,17.6,27.42,2022-11-03 00:00:00+00:00,75,Immunology,,Before,Biological sciences
29929,2,s41929-022-00786-3,14.4,51.92,2022-05-25 00:00:00+00:00,6,Energy,,Before,Physical sciences
29931,3,s41928-022-00850-7,18.6,57.0,2022-09-16 00:00:00+00:00,8,Electrical and electronic engineering,,Before,Physical sciences
29933,4,s42003-022-04319-3,17.5,25.57,2022-12-09 00:00:00+00:00,10,Environmental biotechnology,,After,Biological sciences
29934,4,s42003-022-04319-3,17.5,25.57,2022-12-09 00:00:00+00:00,11,Metabolic engineering,,After,Physical sciences
29936,5,s42003-022-04330-8,19.1,31.83,2022-12-10 00:00:00+00:00,13,Biogeography,,After,Scientific community and society
29952,11,s41612-022-00319-6,16.2,29.86,2022-12-09 00:00:00+00:00,29,Climate sciences,,After,Earth and environmental sciences
29954,12,s41893-022-00957-x,21.6,39.21,2022-10-24 00:00:00+00:00,31,Developing world,,Before,Scientific community and society
29960,14,s41929-022-00837-9,19.8,92.27,2022-08-19 00:00:00+00:00,37,Bacterial pathogenesis,,Before,Health sciences
29966,15,s42004-022-00785-2,16.7,31.58,2022-12-10 00:00:00+00:00,43,Microwave chemistry,,After,Physical sciences
29967,16,s42003-022-04334-4,15.2,24.4,2022-12-09 00:00:00+00:00,44,Food microbiology,,After,Biological sciences
29969,16,s42003-022-04334-4,15.2,24.4,2022-12-09 00:00:00+00:00,46,Microbiology techniques,,After,Biological sciences
29973,18,s41612-022-00322-x,16.4,27.42,2022-12-10 00:00:00+00:00,53,Atmospheric chemistry,,After,Physical sciences
29978,20,s41893-022-00911-x,18.3,29.28,2022-06-27 00:00:00+00:00,58,Agroecology,,Before,Biological sciences
29979,20,s41893-022-00911-x,18.3,29.28,2022-06-27 00:00:00+00:00,59,Agriculture,,Before,Scientific community and society
29981,21,s42003-022-04095-0,16.2,27.12,2022-10-20 00:00:00+00:00,61,Ecology,,Before,Biological sciences
29986,23,s41746-022-00744-0,15.3,51.16,2022-12-28 00:00:00+00:00,66,Biomarkers,,After,Health sciences
29990,25,s42005-022-01097-6,16.3,28.29,2022-12-07 00:00:00+00:00,70,Biological physics,,After,Physical sciences
29991,25,s42005-022-01097-6,16.3,28.29,2022-12-07 00:00:00+00:00,71,Computational biophysics,,After,Physical sciences
29992,25,s42005-022-01097-6,16.3,28.29,2022-12-07 00:00:00+00:00,72,Statistical physics,,After,Physical sciences
29993,26,s41928-022-00867-y,21.7,40.88,2022-10-21 00:00:00+00:00,73,Electrical and electronic engineering,,Before,Physical sciences
30001,0,s41564-022-01102-2,19.8,57.0,2022-03-10 00:00:00+00:00,0,Bacterial physiology,,Before,Biological sciences
30002,0,s41564-022-01102-2,19.8,57.0,2022-03-10 00:00:00+00:00,1,Bacterial structural biology,,Before,Biological sciences
30006,2,s41564-022-01215-8,16.6,28.17,2022-10-17 00:00:00+00:00,5,Cellular microbiology,,Before,Biological sciences
30009,3,s41560-022-01131-5,22.9,21.53,2022-09-12 00:00:00+00:00,8,Energy science and technology,,Before,Physical sciences
30020,6,s41525-022-00334-9,17.7,32.0,2022-11-09 00:00:00+00:00,19,Medical genetics,,Before,Biological sciences
30022,7,s41564-021-01028-1,17.1,28.28,2022-01-10 00:00:00+00:00,21,Biogeochemistry,,Before,Earth and environmental sciences
30024,7,s41564-021-01028-1,17.1,28.28,2022-01-10 00:00:00+00:00,23,Microbial ecology,,Before,Biological sciences
30025,7,s41564-021-01028-1,17.1,28.28,2022-01-10 00:00:00+00:00,24,Molecular ecology,,Before,Biological sciences
30033,11,s41541-022-00562-1,16.3,27.88,2022-11-10 00:00:00+00:00,32,Infectious diseases,,Before,Health sciences
30042,15,s41564-021-01039-y,17.3,29.8,2022-01-13 00:00:00+00:00,41,Ecology,,Before,Biological sciences
30043,15,s41564-021-01039-y,17.3,29.8,2022-01-13 00:00:00+00:00,42,Evolution,,Before,Biological sciences
30045,16,s41560-021-00962-y,18.2,31.71,2022-01-13 00:00:00+00:00,44,Energy,,Before,Physical sciences
30052,19,s41564-022-01194-w,20.2,35.66,2022-08-17 00:00:00+00:00,51,Biochemistry,,Before,Biological sciences
30053,19,s41564-022-01194-w,20.2,35.66,2022-08-17 00:00:00+00:00,52,Microbiology,,Before,Biological sciences
30054,20,s41564-022-01087-y,23.3,58.45,2022-02-25 00:00:00+00:00,53,Applied microbiology,,Before,Biological sciences
30055,20,s41564-022-01087-y,23.3,58.45,2022-02-25 00:00:00+00:00,54,Microbiology,,Before,Biological sciences
30066,25,s41578-022-00501-5,17.9,19.96,2022-10-03 00:00:00+00:00,65,Electrical and electronic engineering,,Before,Physical sciences
30067,25,s41578-022-00501-5,17.9,19.96,2022-10-03 00:00:00+00:00,66,Engineering,,Before,Physical sciences
30069,25,s41578-022-00501-5,17.9,19.96,2022-10-03 00:00:00+00:00,68,Nanoscience and technology,,Before,Physical sciences
30070,26,s41564-022-01178-w,17.4,29.33,2022-08-02 00:00:00+00:00,69,Applied microbiology,,Before,Biological sciences
30073,26,s41564-022-01178-w,17.4,29.33,2022-08-02 00:00:00+00:00,72,Microbiology,,Before,Biological sciences
30075,27,s41564-022-01180-2,18.5,33.8,2022-07-28 00:00:00+00:00,74,Microbial ecology,,Before,Biological sciences
30076,27,s41564-022-01180-2,18.5,33.8,2022-07-28 00:00:00+00:00,75,Viral evolution,,Before,Biological sciences
30081,29,s41560-022-01126-2,18.2,32.01,2022-09-13 00:00:00+00:00,80,Developing world,,Before,Scientific community and society
30089,1,s41599-022-01296-0,18.9,32.59,2022-08-13 00:00:00+00:00,3,Psychology,,Before,Biological sciences
30091,2,s41599-022-01300-7,18.0,24.08,2022-08-17 00:00:00+00:00,5,Science,,Before,Physical sciences
30095,4,s41599-022-01287-1,17.5,23.49,2022-08-18 00:00:00+00:00,9,Psychology,,Before,Biological sciences
30097,5,s41597-022-01537-6,17.8,34.02,2022-08-17 00:00:00+00:00,11,Biotechnology,,Before,Biological sciences
30098,5,s41597-022-01537-6,17.8,34.02,2022-08-17 00:00:00+00:00,12,Computational biology and bioinformatics,,Before,Biological sciences
30099,5,s41597-022-01537-6,17.8,34.02,2022-08-17 00:00:00+00:00,13,Medical research,,Before,Health sciences
30100,5,s41597-022-01537-6,17.8,34.02,2022-08-17 00:00:00+00:00,14,Technology,,Before,Physical sciences
30101,6,s41599-022-01294-2,16.6,29.0,2022-08-17 00:00:00+00:00,15,Geography,,Before,Scientific community and society
30102,6,s41599-022-01294-2,16.6,29.0,2022-08-17 00:00:00+00:00,16,Science,,Before,Physical sciences
30106,8,s41599-022-01301-6,19.3,32.08,2022-08-17 00:00:00+00:00,20,Geography,,Before,Scientific community and society
30116,15,s41597-022-01802-8,17.0,28.23,2022-11-04 00:00:00+00:00,30,Engineering,,Before,Physical sciences
30117,15,s41597-022-01802-8,17.0,28.23,2022-11-04 00:00:00+00:00,31,Scientific community,,Before,Scientific community and society
30118,15,s41597-022-01802-8,17.0,28.23,2022-11-04 00:00:00+00:00,32,Social sciences,,Before,Scientific community and society
30123,17,s41597-022-01791-8,18.3,30.04,2022-11-04 00:00:00+00:00,37,Ecological genetics,,Before,Biological sciences
30124,17,s41597-022-01791-8,18.3,30.04,2022-11-04 00:00:00+00:00,38,Evolutionary ecology,,Before,Biological sciences
30125,17,s41597-022-01791-8,18.3,30.04,2022-11-04 00:00:00+00:00,39,Forest ecology,,Before,Biological sciences
30126,17,s41597-022-01791-8,18.3,30.04,2022-11-04 00:00:00+00:00,40,Molecular ecology,,Before,Biological sciences
30130,19,s41597-022-01810-8,17.2,25.4,2022-11-04 00:00:00+00:00,44,Biogeography,,Before,Scientific community and society
30131,19,s41597-022-01810-8,17.2,25.4,2022-11-04 00:00:00+00:00,45,Forest ecology,,Before,Biological sciences
30132,20,s41597-022-01806-4,18.1,30.85,2022-11-05 00:00:00+00:00,46,CNS cancer,,Before,Biological sciences
30137,22,s41597-022-01759-8,18.1,28.41,2022-11-04 00:00:00+00:00,51,Climate-change ecology,,Before,Biological sciences
30138,22,s41597-022-01759-8,18.1,28.41,2022-11-04 00:00:00+00:00,52,Microbial ecology,,Before,Biological sciences
30142,24,s41597-022-01686-8,17.6,30.67,2022-09-21 00:00:00+00:00,56,Water microbiology,,Before,Biological sciences
30150,30,s41597-022-01829-x,18.8,53.83,2022-11-18 00:00:00+00:00,64,Biomarkers,,Before,Health sciences
30151,30,s41597-022-01829-x,18.8,53.83,2022-11-18 00:00:00+00:00,65,Cancer genomics,,Before,Biological sciences
30152,30,s41597-022-01829-x,18.8,53.83,2022-11-18 00:00:00+00:00,66,Colon cancer,,Before,Biological sciences
30161,2,s41564-022-01172-2,20.4,39.36,2022-08-02 00:00:00+00:00,6,Risk factors,,Before,Health sciences
30162,3,s41564-022-01177-x,23.1,41.06,2022-08-02 00:00:00+00:00,7,Applied microbiology,,Before,Biological sciences
30164,3,s41564-022-01177-x,23.1,41.06,2022-08-02 00:00:00+00:00,9,Microbiology,,Before,Biological sciences
30167,5,s41578-022-00449-6,16.1,17.35,2022-05-13 00:00:00+00:00,12,Biomedical engineering,,Before,Physical sciences
30170,6,s41535-022-00503-0,14.7,26.31,2022-09-20 00:00:00+00:00,15,Theoretical physics,,Before,Physical sciences
30181,11,s41564-021-01056-x,20.6,27.79,2022-01-31 00:00:00+00:00,26,Applied microbiology,,Before,Biological sciences
30182,11,s41564-021-01056-x,20.6,27.79,2022-01-31 00:00:00+00:00,27,Microbiology,,Before,Biological sciences
30184,12,s41560-022-00983-1,21.6,26.46,2022-02-11 00:00:00+00:00,29,Chemical engineering,,Before,Physical sciences
30185,12,s41560-022-00983-1,21.6,26.46,2022-02-11 00:00:00+00:00,30,Electrochemistry,,Before,Physical sciences
30192,14,s41560-022-00981-3,16.0,23.26,2022-02-09 00:00:00+00:00,37,Electrochemistry,,Before,Physical sciences
30204,20,s41560-022-01006-9,17.8,25.63,2022-04-14 00:00:00+00:00,49,Developing world,,Before,Scientific community and society
30218,26,s41564-022-01173-1,16.4,28.17,2022-07-21 00:00:00+00:00,63,Applied microbiology,,Before,Biological sciences
30219,26,s41564-022-01173-1,16.4,28.17,2022-07-21 00:00:00+00:00,64,Microbial ecology,,Before,Biological sciences
30224,29,s41536-022-00241-8,16.6,28.64,2022-09-15 00:00:00+00:00,69,Mesenchymal stem cells,,Before,Biological sciences
30227,30,s41525-022-00325-w,16.4,27.25,2022-09-14 00:00:00+00:00,72,Autoimmune diseases,,Before,Health sciences
30231,0,s41392-022-01233-2,17.5,28.7,2022-11-30 00:00:00+00:00,0,Medical research,,After,Health sciences
30232,0,s41392-022-01233-2,17.5,28.7,2022-11-30 00:00:00+00:00,1,Molecular biology,,After,Biological sciences
30233,1,s41564-022-01085-0,18.2,21.24,2022-02-23 00:00:00+00:00,2,Medical research,,Before,Health sciences
30234,1,s41564-022-01085-0,18.2,21.24,2022-02-23 00:00:00+00:00,3,Policy and public health in microbiology,,Before,Biological sciences
30252,9,s41392-022-01130-8,16.9,27.89,2022-08-26 00:00:00+00:00,21,Lung cancer,,Before,Biological sciences
30253,10,s41392-022-01098-5,16.1,23.42,2022-08-22 00:00:00+00:00,22,Cancer genetics,,Before,Biological sciences
30254,10,s41392-022-01098-5,16.1,23.42,2022-08-22 00:00:00+00:00,23,Cancer genomics,,Before,Biological sciences
30255,10,s41392-022-01098-5,16.1,23.42,2022-08-22 00:00:00+00:00,24,Lung cancer,,Before,Biological sciences
30262,13,s41564-022-01124-w,18.3,25.58,2022-05-30 00:00:00+00:00,31,Microbial ecology,,Before,Biological sciences
30263,13,s41564-022-01124-w,18.3,25.58,2022-05-30 00:00:00+00:00,32,Policy and public health in microbiology,,Before,Biological sciences
30270,16,s41564-021-01052-1,18.4,27.31,2022-01-27 00:00:00+00:00,39,Applied microbiology,,Before,Biological sciences
30271,16,s41564-021-01052-1,18.4,27.31,2022-01-27 00:00:00+00:00,40,Microbiology,,Before,Biological sciences
30272,17,s41564-021-01048-x,22.4,25.59,2022-01-14 00:00:00+00:00,41,Biochemistry,,Before,Biological sciences
30273,17,s41564-021-01048-x,22.4,25.59,2022-01-14 00:00:00+00:00,42,Biogeochemistry,,Before,Earth and environmental sciences
30282,21,s41392-022-01096-7,15.4,25.39,2022-08-17 00:00:00+00:00,51,Gastrointestinal cancer,,Before,Biological sciences
30284,22,s41536-022-00237-4,17.3,27.25,2022-08-19 00:00:00+00:00,53,Induced pluripotent stem cells,,Before,Biological sciences
30290,24,s41536-022-00235-6,15.8,26.9,2022-08-16 00:00:00+00:00,59,Retinal diseases,,Before,Health sciences
30291,25,s41541-022-00489-7,16.9,28.59,2022-08-17 00:00:00+00:00,60,Infectious diseases,,Before,Health sciences
30292,25,s41541-022-00489-7,16.9,28.59,2022-08-17 00:00:00+00:00,61,Medical research,,Before,Health sciences
30306,28,s41392-022-01090-z,17.3,28.11,2022-08-15 00:00:00+00:00,75,Cell biology,,Before,Biological sciences
30307,28,s41392-022-01090-z,17.3,28.11,2022-08-15 00:00:00+00:00,76,Diseases,,Before,Health sciences
30322,0,s43588-022-00314-0,16.5,24.42,2022-09-22 00:00:00+00:00,6,Social sciences,,Before,Scientific community and society
30329,2,s43587-022-00281-1,16.2,29.91,2022-09-20 00:00:00+00:00,17,Neuroimmunology,,Before,Biological sciences
30338,6,s43587-022-00298-6,16.7,25.58,2022-11-07 00:00:00+00:00,35,Diseases,,Before,Health sciences
30339,6,s43587-022-00298-6,16.7,25.58,2022-11-07 00:00:00+00:00,36,Social sciences,,Before,Scientific community and society
30350,10,s43587-022-00299-5,18.5,24.65,2022-11-07 00:00:00+00:00,52,Diseases,,Before,Health sciences
30351,10,s43587-022-00299-5,18.5,24.65,2022-11-07 00:00:00+00:00,53,Social sciences,,Before,Scientific community and society
30352,11,s43705-022-00201-9,19.9,30.4,2022-12-16 00:00:00+00:00,54,Microbial ecology,,After,Biological sciences
30353,11,s43705-022-00201-9,19.9,30.4,2022-12-16 00:00:00+00:00,55,Soil microbiology,,After,Biological sciences
30354,12,s43856-022-00205-5,18.6,24.59,2022-11-02 00:00:00+00:00,56,Cancer epidemiology,,Before,Biological sciences
30373,18,s43587-022-00241-9,16.6,29.1,2022-07-15 00:00:00+00:00,82,Genetics of the nervous system,,Before,Biological sciences
30374,18,s43587-022-00241-9,16.6,29.1,2022-07-15 00:00:00+00:00,83,Neuroimmunology,,Before,Biological sciences
30376,19,s43587-022-00243-7,18.1,29.17,2022-07-18 00:00:00+00:00,89,Biomarkers,,Before,Health sciences
30377,19,s43587-022-00243-7,18.1,29.17,2022-07-18 00:00:00+00:00,90,Medical research,,Before,Health sciences
30385,3,s41597-022-01651-5,16.5,25.75,2022-09-02 00:00:00+00:00,7,Agricultural genetics,,Before,Biological sciences
30387,4,s41439-021-00177-3,17.9,25.69,2022-01-17 00:00:00+00:00,9,Disease genetics,,Before,Biological sciences
30389,5,s41439-021-00180-8,17.2,26.38,2022-01-17 00:00:00+00:00,11,Cancer genetics,,Before,Biological sciences
30390,5,s41439-021-00180-8,17.2,26.38,2022-01-17 00:00:00+00:00,12,Genetics research,,Before,Biological sciences
30393,6,s41439-022-00182-0,15.6,29.32,2022-01-27 00:00:00+00:00,15,Genetics research,,Before,Biological sciences
30397,10,s41597-022-01567-0,17.4,55.03,2022-07-26 00:00:00+00:00,19,Ocean sciences,,Before,Earth and environmental sciences
30399,11,s41597-022-01630-w,16.2,26.55,2022-08-27 00:00:00+00:00,21,Geophysics,,Before,Physical sciences
30400,11,s41597-022-01630-w,16.2,26.55,2022-08-27 00:00:00+00:00,22,Natural hazards,,Before,Earth and environmental sciences
30404,12,s41597-022-01289-3,16.5,21.87,2022-04-26 00:00:00+00:00,26,Genetic engineering,,Before,Physical sciences
30405,13,s41597-022-01588-9,16.3,55.03,2022-08-02 00:00:00+00:00,27,Freshwater ecology,,Before,Biological sciences
30406,13,s41597-022-01588-9,16.3,55.03,2022-08-02 00:00:00+00:00,28,Hydrology,,Before,Earth and environmental sciences
30407,13,s41597-022-01588-9,16.3,55.03,2022-08-02 00:00:00+00:00,29,Limnology,,Before,Earth and environmental sciences
30408,14,s41597-022-01623-9,17.5,25.05,2022-08-25 00:00:00+00:00,30,Biomarkers,,Before,Health sciences
30409,14,s41597-022-01623-9,17.5,25.05,2022-08-25 00:00:00+00:00,31,Cognitive neuroscience,,Before,Biological sciences
30415,16,s41597-022-01626-6,16.9,31.3,2022-08-20 00:00:00+00:00,37,Forest ecology,,Before,Biological sciences
30416,16,s41597-022-01626-6,16.9,31.3,2022-08-20 00:00:00+00:00,38,Tropical ecology,,Before,Biological sciences
30418,18,s41597-022-01633-7,17.4,26.73,2022-08-27 00:00:00+00:00,40,Health care,,Before,Health sciences
30420,19,s41597-022-01624-8,16.8,30.77,2022-08-23 00:00:00+00:00,42,Biomedical engineering,,Before,Physical sciences
30424,20,s41597-022-01650-6,19.8,33.86,2022-08-27 00:00:00+00:00,46,Hydrology,,Before,Earth and environmental sciences
30428,22,s41597-022-01644-4,16.1,27.07,2022-08-23 00:00:00+00:00,50,Cognitive neuroscience,,Before,Biological sciences
30436,24,s41597-022-01281-x,16.0,26.78,2022-04-19 00:00:00+00:00,58,Marine microbiology,,Before,Biological sciences
30437,25,s41597-022-01649-z,18.0,29.46,2022-08-25 00:00:00+00:00,59,Geography,,Before,Scientific community and society
30438,25,s41597-022-01649-z,18.0,29.46,2022-08-25 00:00:00+00:00,60,Hydrology,,Before,Earth and environmental sciences
30446,28,s41599-022-01396-x,17.0,26.22,2022-10-14 00:00:00+00:00,68,Geography,,Before,Scientific community and society
30447,28,s41599-022-01396-x,17.0,26.22,2022-10-14 00:00:00+00:00,69,Science,,Before,Physical sciences
30457,1,s41893-021-00842-z,16.8,26.56,2022-02-14 00:00:00+00:00,5,Developing world,,Before,Scientific community and society
30474,8,s42003-022-04137-7,15.5,26.09,2022-12-02 00:00:00+00:00,22,Behavioural ecology,,After,Biological sciences
30475,9,s42003-022-04255-2,18.8,31.65,2022-12-01 00:00:00+00:00,23,Cardiovascular diseases,,After,Health sciences
30476,9,s42003-022-04255-2,18.8,31.65,2022-12-01 00:00:00+00:00,24,Cardiovascular genetics,,After,Biological sciences
30480,11,s42004-022-00784-3,15.6,24.64,2022-12-01 00:00:00+00:00,28,Energy science and technology,,After,Physical sciences
30481,11,s42004-022-00784-3,15.6,24.64,2022-12-01 00:00:00+00:00,29,Materials science,,After,Physical sciences
30484,12,s42003-022-04265-0,17.2,24.01,2022-12-01 00:00:00+00:00,32,Infectious diseases,,After,Health sciences
30489,13,s41929-022-00799-y,16.0,29.56,2022-06-24 00:00:00+00:00,37,Synthetic chemistry methodology,,Before,Physical sciences
30502,18,s42004-022-00787-0,17.3,31.07,2022-12-02 00:00:00+00:00,50,Physical chemistry,,After,Physical sciences
30503,19,s42003-022-04119-9,18.9,34.9,2022-12-01 00:00:00+00:00,51,Palaeoecology,,After,Biological sciences
30505,20,s41928-022-00807-w,17.4,55.55,2022-07-12 00:00:00+00:00,53,Engineering,,Before,Physical sciences
30506,20,s41928-022-00807-w,17.4,55.55,2022-07-12 00:00:00+00:00,54,Materials science,,Before,Physical sciences
30508,21,s42003-022-04268-x,17.4,30.84,2022-12-02 00:00:00+00:00,56,Cellular neuroscience,,After,Biological sciences
30510,22,s42003-022-04251-6,17.2,25.98,2022-12-02 00:00:00+00:00,58,Biophysical chemistry,,After,Physical sciences
30517,24,s42005-022-01087-8,15.4,19.55,2022-12-02 00:00:00+00:00,65,Energy science and technology,,After,Physical sciences
30518,24,s42005-022-01087-8,15.4,19.55,2022-12-02 00:00:00+00:00,66,Physics,,After,Physical sciences
30519,25,s42003-022-04269-w,17.6,28.58,2022-12-01 00:00:00+00:00,67,Epigenetics,,After,Biological sciences
30520,25,s42003-022-04269-w,17.6,28.58,2022-12-01 00:00:00+00:00,68,Epigenetics in the nervous system,,After,Biological sciences
30526,28,s42003-022-04378-6,22.2,60.37,2022-12-23 00:00:00+00:00,74,Structural biology,,After,Biological sciences
30528,29,s41929-022-00762-x,17.9,30.2,2022-04-26 00:00:00+00:00,76,Metabolic engineering,,Before,Physical sciences
30529,29,s41929-022-00762-x,17.9,30.2,2022-04-26 00:00:00+00:00,77,Microbiology techniques,,Before,Biological sciences
30533,30,s41893-022-00873-0,19.4,30.85,2022-04-25 00:00:00+00:00,81,Freshwater ecology,,Before,Biological sciences
30534,30,s41893-022-00873-0,19.4,30.85,2022-04-25 00:00:00+00:00,82,Hydrology,,Before,Earth and environmental sciences
30536,0,s43587-022-00306-9,16.5,26.03,2022-11-17 00:00:00+00:00,13,Computational biology and bioinformatics,,Before,Biological sciences
30537,0,s43587-022-00306-9,16.5,26.03,2022-11-17 00:00:00+00:00,14,Medical research,,Before,Health sciences
30538,0,s43587-022-00306-9,16.5,26.03,2022-11-17 00:00:00+00:00,15,Microbiology,,Before,Biological sciences
30545,2,s43587-022-00322-9,15.8,27.88,2022-12-22 00:00:00+00:00,30,Biomarkers,,After,Health sciences
30546,2,s43587-022-00322-9,15.8,27.88,2022-12-22 00:00:00+00:00,31,Molecular biology,,After,Biological sciences
30562,7,s43587-022-00287-9,16.7,26.9,2022-10-12 00:00:00+00:00,64,Biomarkers,,Before,Health sciences
30563,7,s43587-022-00287-9,16.7,26.9,2022-10-12 00:00:00+00:00,65,Microbiology,,Before,Biological sciences
30571,10,s43856-022-00214-4,16.9,27.31,2022-11-21 00:00:00+00:00,73,Health care,,Before,Health sciences
30573,11,s43705-022-00207-3,16.8,27.26,2022-12-24 00:00:00+00:00,91,Biogeochemistry,,After,Earth and environmental sciences
30574,11,s43705-022-00207-3,16.8,27.26,2022-12-24 00:00:00+00:00,92,Marine microbiology,,After,Biological sciences
30575,11,s43705-022-00207-3,16.8,27.26,2022-12-24 00:00:00+00:00,93,Water microbiology,,After,Biological sciences
30583,0,s41597-022-01831-3,16.4,28.7,2022-11-21 00:00:00+00:00,1,Macroecology,,Before,Biological sciences
30589,2,s41597-022-01778-5,15.1,26.32,2022-10-21 00:00:00+00:00,7,Community ecology,,Before,Biological sciences
30591,3,s41597-022-01717-4,17.5,25.98,2022-10-18 00:00:00+00:00,9,Ecology,,Before,Biological sciences
30600,7,s41599-022-01355-6,18.8,27.73,2022-09-22 00:00:00+00:00,18,Science,,Before,Physical sciences
30603,8,s41599-022-01334-x,19.5,23.91,2022-09-21 00:00:00+00:00,21,Psychology,,Before,Biological sciences
30610,11,s41599-022-01351-w,18.6,26.56,2022-09-20 00:00:00+00:00,28,Geography,,Before,Scientific community and society
30612,12,s41599-022-01347-6,16.5,26.85,2022-09-22 00:00:00+00:00,30,Psychology,,Before,Biological sciences
30613,12,s41599-022-01347-6,16.5,26.85,2022-09-22 00:00:00+00:00,31,Science,,Before,Physical sciences
30616,13,s41439-021-00179-1,20.0,27.44,2022-01-12 00:00:00+00:00,34,Cytogenetics,,Before,Biological sciences
30623,16,s41597-022-01799-0,15.6,26.61,2022-11-18 00:00:00+00:00,41,Developing world,,Before,Scientific community and society
30624,16,s41597-022-01799-0,15.6,26.61,2022-11-18 00:00:00+00:00,42,Geography,,Before,Scientific community and society
30625,17,s41597-022-01827-z,22.3,35.38,2022-11-18 00:00:00+00:00,43,Natural hazards,,Before,Earth and environmental sciences
30633,20,s41599-022-01326-x,16.6,23.96,2022-09-13 00:00:00+00:00,51,Geography,,Before,Scientific community and society
30636,21,s41599-022-01333-y,18.6,29.64,2022-09-16 00:00:00+00:00,54,Psychology,,Before,Biological sciences
30640,23,s41599-022-01331-0,17.8,20.25,2022-09-14 00:00:00+00:00,58,Science,,Before,Physical sciences
30654,30,s41599-022-01320-3,16.0,17.64,2022-09-15 00:00:00+00:00,72,Science,,Before,Physical sciences
30661,32,s41599-022-01335-w,16.8,25.18,2022-09-15 00:00:00+00:00,79,Psychology,,Before,Biological sciences
30666,1,s41597-022-01603-z,18.0,26.16,2022-08-27 00:00:00+00:00,4,Natural hazards,,Before,Earth and environmental sciences
30670,3,s41597-022-01634-6,16.1,30.31,2022-08-20 00:00:00+00:00,8,Natural hazards,,Before,Earth and environmental sciences
30672,4,s41597-022-01729-0,18.6,28.3,2022-10-21 00:00:00+00:00,10,Cancer,,Before,Biological sciences
30673,5,s41597-022-01658-y,14.6,28.57,2022-08-27 00:00:00+00:00,11,Hydrology,,Before,Earth and environmental sciences
30674,5,s41597-022-01658-y,14.6,28.57,2022-08-27 00:00:00+00:00,12,Natural hazards,,Before,Earth and environmental sciences
30675,6,s41597-022-01524-x,15.7,26.14,2022-08-20 00:00:00+00:00,13,Biomedical engineering,,Before,Physical sciences
30678,7,s41597-022-01466-4,15.7,28.7,2022-07-04 00:00:00+00:00,16,Behavioural ecology,,Before,Biological sciences
30683,8,s41597-022-01501-4,15.4,24.75,2022-07-11 00:00:00+00:00,21,Palaeoecology,,Before,Biological sciences
30685,9,s41599-022-01241-1,19.2,26.11,2022-06-28 00:00:00+00:00,23,Science,,Before,Physical sciences
30694,11,s41599-022-01210-8,16.8,28.07,2022-06-24 00:00:00+00:00,32,Psychology,,Before,Biological sciences
30697,12,s41599-022-01225-1,17.7,27.9,2022-06-24 00:00:00+00:00,35,Science,,Before,Physical sciences
30706,16,s41599-022-01242-0,19.0,29.99,2022-06-29 00:00:00+00:00,44,Psychology,,Before,Biological sciences
30709,18,s41599-022-01235-z,17.7,23.55,2022-06-23 00:00:00+00:00,47,Science,,Before,Physical sciences
30714,20,s41599-022-01229-x,17.5,24.77,2022-06-29 00:00:00+00:00,52,Psychology,,Before,Biological sciences
30722,23,s41599-022-01243-z,17.9,24.49,2022-06-30 00:00:00+00:00,60,Geography,,Before,Scientific community and society
30724,23,s41599-022-01243-z,17.9,24.49,2022-06-30 00:00:00+00:00,62,Science,,Before,Physical sciences
30728,24,s41599-022-01234-0,20.5,29.76,2022-06-23 00:00:00+00:00,66,Science,,Before,Physical sciences
30732,27,s41597-022-01602-0,16.9,20.83,2022-08-12 00:00:00+00:00,70,Evolution,,Before,Biological sciences
30733,27,s41597-022-01602-0,16.9,20.83,2022-08-12 00:00:00+00:00,71,Genetics,,Before,Biological sciences
30734,27,s41597-022-01602-0,16.9,20.83,2022-08-12 00:00:00+00:00,72,Zoology,,Before,Biological sciences
30736,28,s41599-022-01373-4,20.4,52.27,2022-09-30 00:00:00+00:00,74,Psychology,,Before,Biological sciences
30737,29,s41597-022-01593-y,16.2,28.12,2022-08-19 00:00:00+00:00,75,Immunology,,Before,Biological sciences
30738,29,s41597-022-01593-y,16.2,28.12,2022-08-19 00:00:00+00:00,76,Molecular biology,,Before,Biological sciences
30740,30,s41597-022-01732-5,16.1,23.66,2022-10-15 00:00:00+00:00,78,Developing world,,Before,Scientific community and society
30743,31,s41597-022-01751-2,16.9,28.24,2022-10-15 00:00:00+00:00,81,Social neuroscience,,Before,Biological sciences
30765,20,s41413-022-00238-5,17.4,55.55,2022-11-15 00:00:00+00:00,21,Metabolic diseases,,Before,Health sciences
30779,33,s41413-022-00229-6,16.8,29.79,2022-08-29 00:00:00+00:00,35,Pathogenesis,,Before,Health sciences
30780,0,s43018-022-00420-y,15.1,54.1,2022-07-15 00:00:00+00:00,8,Cancer,,Before,Biological sciences
